MV1_DATE,TERM,Mid_Market_Rate
7/17/24,6M,5.137
7/17/24,9M,4.967
7/17/24,1Y,4.799
7/17/24,18M,4.461
7/17/24,2Y,4.256
7/17/24,3Y,3.99
7/17/24,5Y,3.778
7/17/24,10Y,3.711
7/17/24,20Y,3.734
7/17/24,30Y,3.575
7/16/24,ON,5.35
7/16/24,1W,5.336
7/16/24,2W,5.339
7/16/24,3W,5.338
7/16/24,1M,5.34
7/16/24,2M,5.35
7/16/24,3M,5.284
7/16/24,4M,5.239
7/16/24,5M,5.196
7/16/24,6M,5.13
7/16/24,9M,4.967
7/16/24,1Y,4.8
7/16/24,18M,4.463
7/16/24,2Y,4.265
7/16/24,3Y,4.007
7/16/24,5Y,3.795
7/16/24,10Y,3.729
7/16/24,20Y,3.75
7/16/24,30Y,3.587
7/15/24,ON,5.34
7/15/24,1W,5.331
7/15/24,2W,5.334
7/15/24,3W,5.335
7/15/24,1M,5.337
7/15/24,2M,5.347
7/15/24,3M,5.284
7/15/24,4M,5.237
7/15/24,5M,5.194
7/15/24,6M,5.133
7/15/24,9M,4.968
7/15/24,1Y,4.802
7/15/24,18M,4.466
7/15/24,2Y,4.272
7/15/24,3Y,4.022
7/15/24,5Y,3.833
7/15/24,10Y,3.783
7/15/24,20Y,3.817
7/15/24,30Y,3.66
7/12/24,ON,5.34
7/12/24,1W,5.323
7/12/24,2W,5.326
7/12/24,3W,5.327
7/12/24,1M,5.33
7/12/24,2M,5.341
7/12/24,3M,5.286
7/12/24,4M,5.244
7/12/24,5M,5.205
7/12/24,6M,5.149
7/12/24,9M,4.991
7/12/24,1Y,4.83
7/12/24,18M,4.494
7/12/24,2Y,4.29
7/12/24,3Y,4.029
7/12/24,5Y,3.815
7/12/24,10Y,3.75
7/12/24,20Y,3.772
7/12/24,30Y,3.611
7/11/24,ON,5.34
7/11/24,1W,5.322
7/11/24,2W,5.325
7/11/24,3W,5.325
7/11/24,1M,5.325
7/11/24,2M,5.334
7/11/24,3M,5.282
7/11/24,4M,5.245
7/11/24,5M,5.204
7/11/24,6M,5.153
7/11/24,9M,5.004
7/11/24,1Y,4.85
7/11/24,18M,4.522
7/11/24,2Y,4.321
7/11/24,3Y,4.056
7/11/24,5Y,3.833
7/11/24,10Y,3.758
7/11/24,20Y,3.776
7/11/24,30Y,3.61
7/10/24,ON,5.34
7/10/24,1W,5.322
7/10/24,2W,5.325
7/10/24,3W,5.327
7/10/24,1M,5.329
7/10/24,2M,5.339
7/10/24,3M,5.304
7/10/24,4M,5.283
7/10/24,5M,5.253
7/10/24,6M,5.211
7/10/24,9M,5.085
7/10/24,1Y,4.953
7/10/24,18M,4.651
7/10/24,2Y,4.459
7/10/24,3Y,4.195
7/10/24,5Y,3.956
7/10/24,10Y,3.855
7/10/24,20Y,3.858
7/10/24,30Y,3.684
7/9/24,ON,5.34
7/9/24,1W,5.321
7/9/24,2W,5.324
7/9/24,3W,5.327
7/9/24,1M,5.328
7/9/24,2M,5.337
7/9/24,3M,5.308
7/9/24,4M,5.283
7/9/24,5M,5.255
7/9/24,6M,5.213
7/9/24,9M,5.093
7/9/24,1Y,4.962
7/9/24,18M,4.657
7/9/24,2Y,4.466
7/9/24,3Y,4.203
7/9/24,5Y,3.968
7/9/24,10Y,3.879
7/9/24,20Y,3.878
7/9/24,30Y,3.706
7/8/24,ON,5.32
7/8/24,1W,5.321
7/8/24,2W,5.324
7/8/24,3W,5.327
7/8/24,1M,5.327
7/8/24,2M,5.335
7/8/24,3M,5.304
7/8/24,4M,5.276
7/8/24,5M,5.249
7/8/24,6M,5.21
7/8/24,9M,5.087
7/8/24,1Y,4.955
7/8/24,18M,4.648
7/8/24,2Y,4.458
7/8/24,3Y,4.19
7/8/24,5Y,3.952
7/8/24,10Y,3.848
7/8/24,20Y,3.841
7/8/24,30Y,3.664
7/5/24,ON,5.32
7/5/24,1W,5.322
7/5/24,2W,5.325
7/5/24,3W,5.328
7/5/24,1M,5.327
7/5/24,2M,5.333
7/5/24,3M,5.303
7/5/24,4M,5.273
7/5/24,5M,5.245
7/5/24,6M,5.205
7/5/24,9M,5.079
7/5/24,1Y,4.944
7/5/24,18M,4.638
7/5/24,2Y,4.447
7/5/24,3Y,4.181
7/5/24,5Y,3.945
7/5/24,10Y,3.849
7/5/24,20Y,3.843
7/5/24,30Y,3.666
7/4/24,ON,5.33
7/4/24,1W,5.327
7/4/24,2W,5.33
7/4/24,3W,5.333
7/4/24,1M,5.331
7/4/24,2M,5.333
7/4/24,3M,5.307
7/4/24,4M,5.284
7/4/24,5M,5.256
7/4/24,6M,5.224
7/4/24,9M,5.12
7/4/24,1Y,5.009
7/4/24,18M,4.732
7/4/24,2Y,4.554
7/4/24,3Y,4.294
7/4/24,5Y,4.053
7/4/24,10Y,3.937
7/4/24,20Y,3.915
7/4/24,30Y,3.728
7/3/24,ON,5.33
7/3/24,1W,5.327
7/3/24,2W,5.33
7/3/24,3W,5.333
7/3/24,1M,5.331
7/3/24,2M,5.333
7/3/24,3M,5.307
7/3/24,4M,5.284
7/3/24,5M,5.256
7/3/24,6M,5.224
7/3/24,9M,5.12
7/3/24,1Y,5.009
7/3/24,18M,4.732
7/3/24,2Y,4.554
7/3/24,3Y,4.294
7/3/24,5Y,4.053
7/3/24,10Y,3.937
7/3/24,20Y,3.915
7/3/24,30Y,3.728
7/2/24,ON,5.35
7/2/24,1W,5.327
7/2/24,2W,5.33
7/2/24,3W,5.333
7/2/24,1M,5.334
7/2/24,2M,5.336
7/2/24,3M,5.316
7/2/24,4M,5.296
7/2/24,5M,5.273
7/2/24,6M,5.243
7/2/24,9M,5.141
7/2/24,1Y,5.033
7/2/24,18M,4.766
7/2/24,2Y,4.596
7/2/24,3Y,4.35
7/2/24,5Y,4.121
7/2/24,10Y,4.011
7/2/24,20Y,3.991
7/2/24,30Y,3.806
7/1/24,ON,5.4
7/1/24,1W,5.327
7/1/24,2W,5.33
7/1/24,3W,5.333
7/1/24,1M,5.334
7/1/24,2M,5.335
7/1/24,3M,5.321
7/1/24,4M,5.3
7/1/24,5M,5.278
7/1/24,6M,5.251
7/1/24,9M,5.155
7/1/24,1Y,5.051
7/1/24,18M,4.788
7/1/24,2Y,4.63
7/1/24,3Y,4.391
7/1/24,5Y,4.166
7/1/24,10Y,4.061
7/1/24,20Y,4.033
7/1/24,30Y,3.845
6/28/24,ON,5.33
6/28/24,1W,5.327
6/28/24,2W,5.33
6/28/24,3W,5.333
6/28/24,1M,5.336
6/28/24,2M,5.335
6/28/24,3M,5.323
6/28/24,4M,5.301
6/28/24,5M,5.279
6/28/24,6M,5.252
6/28/24,9M,5.15
6/28/24,1Y,5.036
6/28/24,18M,4.754
6/28/24,2Y,4.576
6/28/24,3Y,4.309
6/28/24,5Y,4.052
6/28/24,10Y,3.926
6/28/24,20Y,3.892
6/28/24,30Y,3.705
6/27/24,ON,5.34
6/27/24,1W,5.331
6/27/24,2W,5.334
6/27/24,3W,5.337
6/27/24,1M,5.341
6/27/24,2M,5.337
6/27/24,3M,5.325
6/27/24,4M,5.302
6/27/24,5M,5.28
6/27/24,6M,5.253
6/27/24,9M,5.152
6/27/24,1Y,5.041
6/27/24,18M,4.759
6/27/24,2Y,4.578
6/27/24,3Y,4.301
6/27/24,5Y,4.029
6/27/24,10Y,3.88
6/27/24,20Y,3.836
6/27/24,30Y,3.645
6/26/24,ON,5.34
6/26/24,1W,5.335
6/26/24,2W,5.338
6/26/24,3W,5.341
6/26/24,1M,5.345
6/26/24,2M,5.344
6/26/24,3M,5.335
6/26/24,4M,5.314
6/26/24,5M,5.295
6/26/24,6M,5.27
6/26/24,9M,5.173
6/26/24,1Y,5.065
6/26/24,18M,4.789
6/26/24,2Y,4.611
6/26/24,3Y,4.337
6/26/24,5Y,4.064
6/26/24,10Y,3.91
6/26/24,20Y,3.862
6/26/24,30Y,3.669
6/25/24,ON,5.33
6/25/24,1W,5.335
6/25/24,2W,5.338
6/25/24,3W,5.341
6/25/24,1M,5.345
6/25/24,2M,5.343
6/25/24,3M,5.337
6/25/24,4M,5.311
6/25/24,5M,5.289
6/25/24,6M,5.264
6/25/24,9M,5.156
6/25/24,1Y,5.036
6/25/24,18M,4.744
6/25/24,2Y,4.551
6/25/24,3Y,4.268
6/25/24,5Y,3.988
6/25/24,10Y,3.831
6/25/24,20Y,3.786
6/25/24,30Y,3.593
6/24/24,ON,5.31
6/24/24,1W,5.335
6/24/24,2W,5.338
6/24/24,3W,5.341
6/24/24,1M,5.344
6/24/24,2M,5.345
6/24/24,3M,5.34
6/24/24,4M,5.313
6/24/24,5M,5.292
6/24/24,6M,5.268
6/24/24,9M,5.158
6/24/24,1Y,5.036
6/24/24,18M,4.744
6/24/24,2Y,4.551
6/24/24,3Y,4.264
6/24/24,5Y,3.991
6/24/24,10Y,3.837
6/24/24,20Y,3.796
6/24/24,30Y,3.602
6/21/24,ON,5.31
6/21/24,1W,5.335
6/21/24,2W,5.338
6/21/24,3W,5.341
6/21/24,1M,5.344
6/21/24,2M,5.345
6/21/24,3M,5.342
6/21/24,4M,5.315
6/21/24,5M,5.294
6/21/24,6M,5.269
6/21/24,9M,5.163
6/21/24,1Y,5.042
6/21/24,18M,4.746
6/21/24,2Y,4.553
6/21/24,3Y,4.27
6/21/24,5Y,4.002
6/21/24,10Y,3.858
6/21/24,20Y,3.82
6/21/24,30Y,3.632
6/20/24,ON,5.32
6/20/24,1W,5.338
6/20/24,2W,5.341
6/20/24,3W,5.344
6/20/24,1M,5.347
6/20/24,2M,5.348
6/20/24,3M,5.345
6/20/24,4M,5.32
6/20/24,5M,5.298
6/20/24,6M,5.277
6/20/24,9M,5.171
6/20/24,1Y,5.05
6/20/24,18M,4.755
6/20/24,2Y,4.559
6/20/24,3Y,4.274
6/20/24,5Y,4.0
6/20/24,10Y,3.851
6/20/24,20Y,3.813
6/20/24,30Y,3.625
6/19/24,ON,5.33
6/19/24,1W,5.334
6/19/24,2W,5.337
6/19/24,3W,5.34
6/19/24,1M,5.343
6/19/24,2M,5.346
6/19/24,3M,5.346
6/19/24,4M,5.322
6/19/24,5M,5.301
6/19/24,6M,5.278
6/19/24,9M,5.172
6/19/24,1Y,5.047
6/19/24,18M,4.749
6/19/24,2Y,4.551
6/19/24,3Y,4.261
6/19/24,5Y,3.98
6/19/24,10Y,3.822
6/19/24,20Y,3.779
6/19/24,30Y,3.584
6/18/24,ON,5.33
6/18/24,1W,5.334
6/18/24,2W,5.337
6/18/24,3W,5.34
6/18/24,1M,5.343
6/18/24,2M,5.348
6/18/24,3M,5.349
6/18/24,4M,5.324
6/18/24,5M,5.303
6/18/24,6M,5.279
6/18/24,9M,5.171
6/18/24,1Y,5.043
6/18/24,18M,4.74
6/18/24,2Y,4.539
6/18/24,3Y,4.247
6/18/24,5Y,3.97
6/18/24,10Y,3.813
6/18/24,20Y,3.773
6/18/24,30Y,3.58
6/17/24,ON,5.33
6/17/24,1W,5.334
6/17/24,2W,5.337
6/17/24,3W,5.34
6/17/24,1M,5.344
6/17/24,2M,5.348
6/17/24,3M,5.354
6/17/24,4M,5.328
6/17/24,5M,5.31
6/17/24,6M,5.292
6/17/24,9M,5.19
6/17/24,1Y,5.077
6/17/24,18M,4.786
6/17/24,2Y,4.594
6/17/24,3Y,4.308
6/17/24,5Y,4.034
6/17/24,10Y,3.875
6/17/24,20Y,3.835
6/17/24,30Y,3.642
6/14/24,ON,5.31
6/14/24,1W,5.329
6/14/24,2W,5.332
6/14/24,3W,5.334
6/14/24,1M,5.338
6/14/24,2M,5.342
6/14/24,3M,5.347
6/14/24,4M,5.317
6/14/24,5M,5.294
6/14/24,6M,5.272
6/14/24,9M,5.155
6/14/24,1Y,5.028
6/14/24,18M,4.724
6/14/24,2Y,4.523
6/14/24,3Y,4.231
6/14/24,5Y,3.954
6/14/24,10Y,3.803
6/14/24,20Y,3.765
6/14/24,30Y,3.576
6/13/24,ON,5.31
6/13/24,1W,5.322
6/13/24,2W,5.325
6/13/24,3W,5.327
6/13/24,1M,5.331
6/13/24,2M,5.337
6/13/24,3M,5.342
6/13/24,4M,5.315
6/13/24,5M,5.293
6/13/24,6M,5.273
6/13/24,9M,5.163
6/13/24,1Y,5.039
6/13/24,18M,4.735
6/13/24,2Y,4.537
6/13/24,3Y,4.249
6/13/24,5Y,3.98
6/13/24,10Y,3.849
6/13/24,20Y,3.823
6/13/24,30Y,3.638
6/12/24,ON,5.31
6/12/24,1W,5.322
6/12/24,2W,5.325
6/12/24,3W,5.327
6/12/24,1M,5.331
6/12/24,2M,5.339
6/12/24,3M,5.346
6/12/24,4M,5.325
6/12/24,5M,5.309
6/12/24,6M,5.289
6/12/24,9M,5.198
6/12/24,1Y,5.088
6/12/24,18M,4.803
6/12/24,2Y,4.612
6/12/24,3Y,4.332
6/12/24,5Y,4.058
6/12/24,10Y,3.915
6/12/24,20Y,3.885
6/12/24,30Y,3.697
6/11/24,ON,5.32
6/11/24,1W,5.321
6/11/24,2W,5.324
6/11/24,3W,5.327
6/11/24,1M,5.331
6/11/24,2M,5.339
6/11/24,3M,5.345
6/11/24,4M,5.331
6/11/24,5M,5.32
6/11/24,6M,5.306
6/11/24,9M,5.231
6/11/24,1Y,5.142
6/11/24,18M,4.881
6/11/24,2Y,4.707
6/11/24,3Y,4.439
6/11/24,5Y,4.172
6/11/24,10Y,4.022
6/11/24,20Y,3.976
6/11/24,30Y,3.78
6/10/24,ON,5.32
6/10/24,1W,5.32
6/10/24,2W,5.322
6/10/24,3W,5.325
6/10/24,1M,5.329
6/10/24,2M,5.338
6/10/24,3M,5.345
6/10/24,4M,5.333
6/10/24,5M,5.325
6/10/24,6M,5.313
6/10/24,9M,5.243
6/10/24,1Y,5.161
6/10/24,18M,4.916
6/10/24,2Y,4.754
6/10/24,3Y,4.494
6/10/24,5Y,4.237
6/10/24,10Y,4.087
6/10/24,20Y,4.033
6/10/24,30Y,3.837
6/7/24,ON,5.33
6/7/24,1W,5.319
6/7/24,2W,5.323
6/7/24,3W,5.326
6/7/24,1M,5.33
6/7/24,2M,5.339
6/7/24,3M,5.346
6/7/24,4M,5.334
6/7/24,5M,5.324
6/7/24,6M,5.312
6/7/24,9M,5.244
6/7/24,1Y,5.163
6/7/24,18M,4.918
6/7/24,2Y,4.75
6/7/24,3Y,4.479
6/7/24,5Y,4.207
6/7/24,10Y,4.049
6/7/24,20Y,3.992
6/7/24,30Y,3.796
6/6/24,ON,5.33
6/6/24,1W,5.316
6/6/24,2W,5.319
6/6/24,3W,5.322
6/6/24,1M,5.326
6/6/24,2M,5.331
6/6/24,3M,5.33
6/6/24,4M,5.309
6/6/24,5M,5.288
6/6/24,6M,5.266
6/6/24,9M,5.169
6/6/24,1Y,5.062
6/6/24,18M,4.786
6/6/24,2Y,4.603
6/6/24,3Y,4.323
6/6/24,5Y,4.05
6/6/24,10Y,3.902
6/6/24,20Y,3.863
6/6/24,30Y,3.677
6/5/24,ON,5.33
6/5/24,1W,5.315
6/5/24,2W,5.32
6/5/24,3W,5.324
6/5/24,1M,5.328
6/5/24,2M,5.337
6/5/24,3M,5.335
6/5/24,4M,5.317
6/5/24,5M,5.298
6/5/24,6M,5.272
6/5/24,9M,5.182
6/5/24,1Y,5.077
6/5/24,18M,4.805
6/5/24,2Y,4.622
6/5/24,3Y,4.343
6/5/24,5Y,4.064
6/5/24,10Y,3.913
6/5/24,20Y,3.874
6/5/24,30Y,3.689
6/4/24,ON,5.33
6/4/24,1W,5.314
6/4/24,2W,5.32
6/4/24,3W,5.324
6/4/24,1M,5.33
6/4/24,2M,5.338
6/4/24,3M,5.337
6/4/24,4M,5.322
6/4/24,5M,5.305
6/4/24,6M,5.285
6/4/24,9M,5.204
6/4/24,1Y,5.111
6/4/24,18M,4.844
6/4/24,2Y,4.664
6/4/24,3Y,4.385
6/4/24,5Y,4.11
6/4/24,10Y,3.962
6/4/24,20Y,3.925
6/4/24,30Y,3.737
6/3/24,ON,5.35
6/3/24,1W,5.314
6/3/24,2W,5.318
6/3/24,3W,5.321
6/3/24,1M,5.325
6/3/24,2M,5.335
6/3/24,3M,5.337
6/3/24,4M,5.326
6/3/24,5M,5.313
6/3/24,6M,5.296
6/3/24,9M,5.227
6/3/24,1Y,5.145
6/3/24,18M,4.894
6/3/24,2Y,4.721
6/3/24,3Y,4.449
6/3/24,5Y,4.179
6/3/24,10Y,4.034
6/3/24,20Y,3.996
6/3/24,30Y,3.809
5/31/24,ON,5.34
5/31/24,1W,5.31
5/31/24,2W,5.316
5/31/24,3W,5.321
5/31/24,1M,5.326
5/31/24,2M,5.338
5/31/24,3M,5.339
5/31/24,4M,5.334
5/31/24,5M,5.326
5/31/24,6M,5.31
5/31/24,9M,5.256
5/31/24,1Y,5.186
5/31/24,18M,4.956
5/31/24,2Y,4.796
5/31/24,3Y,4.54
5/31/24,5Y,4.286
5/31/24,10Y,4.143
5/31/24,20Y,4.096
5/31/24,30Y,3.902
5/30/24,ON,5.33
5/30/24,1W,5.31
5/30/24,2W,5.317
5/30/24,3W,5.323
5/30/24,1M,5.328
5/30/24,2M,5.341
5/30/24,3M,5.344
5/30/24,4M,5.339
5/30/24,5M,5.33
5/30/24,6M,5.314
5/30/24,9M,5.263
5/30/24,1Y,5.199
5/30/24,18M,4.982
5/30/24,2Y,4.83
5/30/24,3Y,4.582
5/30/24,5Y,4.332
5/30/24,10Y,4.185
5/30/24,20Y,4.137
5/30/24,30Y,3.942
5/29/24,ON,5.33
5/29/24,1W,5.31
5/29/24,2W,5.314
5/29/24,3W,5.321
5/29/24,1M,5.325
5/29/24,2M,5.342
5/29/24,3M,5.345
5/29/24,4M,5.345
5/29/24,5M,5.339
5/29/24,6M,5.328
5/29/24,9M,5.287
5/29/24,1Y,5.234
5/29/24,18M,5.032
5/29/24,2Y,4.888
5/29/24,3Y,4.648
5/29/24,5Y,4.401
5/29/24,10Y,4.256
5/29/24,20Y,4.201
5/29/24,30Y,4.003
5/28/24,ON,5.32
5/28/24,1W,5.31
5/28/24,2W,5.313
5/28/24,3W,5.32
5/28/24,1M,5.326
5/28/24,2M,5.342
5/28/24,3M,5.347
5/28/24,4M,5.348
5/28/24,5M,5.343
5/28/24,6M,5.333
5/28/24,9M,5.291
5/28/24,1Y,5.234
5/28/24,18M,5.02
5/28/24,2Y,4.866
5/28/24,3Y,4.611
5/28/24,5Y,4.338
5/28/24,10Y,4.174
5/28/24,20Y,4.119
5/28/24,30Y,3.923
5/27/24,ON,5.32
5/27/24,1W,5.31
5/27/24,2W,5.313
5/27/24,3W,5.319
5/27/24,1M,5.324
5/27/24,2M,5.339
5/27/24,3M,5.344
5/27/24,4M,5.344
5/27/24,5M,5.338
5/27/24,6M,5.326
5/27/24,9M,5.28
5/27/24,1Y,5.22
5/27/24,18M,5.0
5/27/24,2Y,4.842
5/27/24,3Y,4.574
5/27/24,5Y,4.284
5/27/24,10Y,4.1
5/27/24,20Y,4.036
5/27/24,30Y,3.838
5/24/24,ON,5.32
5/24/24,1W,5.31
5/24/24,2W,5.313
5/24/24,3W,5.319
5/24/24,1M,5.324
5/24/24,2M,5.339
5/24/24,3M,5.344
5/24/24,4M,5.344
5/24/24,5M,5.338
5/24/24,6M,5.326
5/24/24,9M,5.28
5/24/24,1Y,5.22
5/24/24,18M,5.0
5/24/24,2Y,4.842
5/24/24,3Y,4.574
5/24/24,5Y,4.284
5/24/24,10Y,4.1
5/24/24,20Y,4.036
5/24/24,30Y,3.838
5/23/24,ON,5.31
5/23/24,1W,5.31
5/23/24,2W,5.313
5/23/24,3W,5.318
5/23/24,1M,5.325
5/23/24,2M,5.34
5/23/24,3M,5.344
5/23/24,4M,5.346
5/23/24,5M,5.337
5/23/24,6M,5.324
5/23/24,9M,5.272
5/23/24,1Y,5.209
5/23/24,18M,4.985
5/23/24,2Y,4.828
5/23/24,3Y,4.564
5/23/24,5Y,4.28
5/23/24,10Y,4.109
5/23/24,20Y,4.048
5/23/24,30Y,3.849
5/22/24,ON,5.31
5/22/24,1W,5.311
5/22/24,2W,5.314
5/22/24,3W,5.317
5/22/24,1M,5.322
5/22/24,2M,5.335
5/22/24,3M,5.337
5/22/24,4M,5.339
5/22/24,5M,5.328
5/22/24,6M,5.311
5/22/24,9M,5.251
5/22/24,1Y,5.176
5/22/24,18M,4.94
5/22/24,2Y,4.775
5/22/24,3Y,4.507
5/22/24,5Y,4.231
5/22/24,10Y,4.068
5/22/24,20Y,4.016
5/22/24,30Y,3.82
5/21/24,ON,5.31
5/21/24,1W,5.311
5/21/24,2W,5.314
5/21/24,3W,5.316
5/21/24,1M,5.32
5/21/24,2M,5.331
5/21/24,3M,5.331
5/21/24,4M,5.331
5/21/24,5M,5.318
5/21/24,6M,5.298
5/21/24,9M,5.231
5/21/24,1Y,5.151
5/21/24,18M,4.9
5/21/24,2Y,4.729
5/21/24,3Y,4.464
5/21/24,5Y,4.195
5/21/24,10Y,4.046
5/21/24,20Y,4.009
5/21/24,30Y,3.821
5/20/24,ON,5.31
5/20/24,1W,5.311
5/20/24,2W,5.314
5/20/24,3W,5.316
5/20/24,1M,5.32
5/20/24,2M,5.33
5/20/24,3M,5.33
5/20/24,4M,5.33
5/20/24,5M,5.319
5/20/24,6M,5.302
5/20/24,9M,5.237
5/20/24,1Y,5.161
5/20/24,18M,4.91
5/20/24,2Y,4.744
5/20/24,3Y,4.479
5/20/24,5Y,4.218
5/20/24,10Y,4.07
5/20/24,20Y,4.028
5/20/24,30Y,3.836
5/17/24,ON,5.31
5/17/24,1W,5.311
5/17/24,2W,5.314
5/17/24,3W,5.316
5/17/24,1M,5.319
5/17/24,2M,5.329
5/17/24,3M,5.327
5/17/24,4M,5.325
5/17/24,5M,5.313
5/17/24,6M,5.296
5/17/24,9M,5.228
5/17/24,1Y,5.149
5/17/24,18M,4.898
5/17/24,2Y,4.731
5/17/24,3Y,4.47
5/17/24,5Y,4.207
5/17/24,10Y,4.056
5/17/24,20Y,4.017
5/17/24,30Y,3.825
5/16/24,ON,5.31
5/16/24,1W,5.311
5/16/24,2W,5.314
5/16/24,3W,5.316
5/16/24,1M,5.319
5/16/24,2M,5.329
5/16/24,3M,5.326
5/16/24,4M,5.325
5/16/24,5M,5.311
5/16/24,6M,5.293
5/16/24,9M,5.222
5/16/24,1Y,5.137
5/16/24,18M,4.875
5/16/24,2Y,4.7
5/16/24,3Y,4.43
5/16/24,5Y,4.162
5/16/24,10Y,4.016
5/16/24,20Y,3.979
5/16/24,30Y,3.789
5/15/24,ON,5.31
5/15/24,1W,5.311
5/15/24,2W,5.314
5/15/24,3W,5.316
5/15/24,1M,5.32
5/15/24,2M,5.329
5/15/24,3M,5.327
5/15/24,4M,5.324
5/15/24,5M,5.307
5/15/24,6M,5.283
5/15/24,9M,5.199
5/15/24,1Y,5.103
5/15/24,18M,4.829
5/15/24,2Y,4.648
5/15/24,3Y,4.38
5/15/24,5Y,4.122
5/15/24,10Y,3.991
5/15/24,20Y,3.962
5/15/24,30Y,3.776
5/14/24,ON,5.31
5/14/24,1W,5.31
5/14/24,2W,5.313
5/14/24,3W,5.315
5/14/24,1M,5.319
5/14/24,2M,5.328
5/14/24,3M,5.329
5/14/24,4M,5.327
5/14/24,5M,5.315
5/14/24,6M,5.296
5/14/24,9M,5.228
5/14/24,1Y,5.151
5/14/24,18M,4.899
5/14/24,2Y,4.733
5/14/24,3Y,4.478
5/14/24,5Y,4.221
5/14/24,10Y,4.077
5/14/24,20Y,4.034
5/14/24,30Y,3.84
5/13/24,ON,5.31
5/13/24,1W,5.31
5/13/24,2W,5.313
5/13/24,3W,5.315
5/13/24,1M,5.319
5/13/24,2M,5.326
5/13/24,3M,5.329
5/13/24,4M,5.329
5/13/24,5M,5.319
5/13/24,6M,5.303
5/13/24,9M,5.238
5/13/24,1Y,5.166
5/13/24,18M,4.925
5/13/24,2Y,4.768
5/13/24,3Y,4.519
5/13/24,5Y,4.263
5/13/24,10Y,4.113
5/13/24,20Y,4.064
5/13/24,30Y,3.866
5/10/24,ON,5.31
5/10/24,1W,5.311
5/10/24,2W,5.314
5/10/24,3W,5.316
5/10/24,1M,5.32
5/10/24,2M,5.325
5/10/24,3M,5.325
5/10/24,4M,5.323
5/10/24,5M,5.313
5/10/24,6M,5.298
5/10/24,9M,5.237
5/10/24,1Y,5.166
5/10/24,18M,4.932
5/10/24,2Y,4.779
5/10/24,3Y,4.536
5/10/24,5Y,4.282
5/10/24,10Y,4.133
5/10/24,20Y,4.086
5/10/24,30Y,3.89
5/9/24,ON,5.31
5/9/24,1W,5.311
5/9/24,2W,5.314
5/9/24,3W,5.316
5/9/24,1M,5.32
5/9/24,2M,5.323
5/9/24,3M,5.323
5/9/24,4M,5.32
5/9/24,5M,5.307
5/9/24,6M,5.289
5/9/24,9M,5.219
5/9/24,1Y,5.137
5/9/24,18M,4.886
5/9/24,2Y,4.721
5/9/24,3Y,4.475
5/9/24,5Y,4.223
5/9/24,10Y,4.078
5/9/24,20Y,4.038
5/9/24,30Y,3.844
5/8/24,ON,5.31
5/8/24,1W,5.311
5/8/24,2W,5.314
5/8/24,3W,5.316
5/8/24,1M,5.32
5/8/24,2M,5.323
5/8/24,3M,5.325
5/8/24,4M,5.322
5/8/24,5M,5.313
5/8/24,6M,5.296
5/8/24,9M,5.235
5/8/24,1Y,5.158
5/8/24,18M,4.916
5/8/24,2Y,4.757
5/8/24,3Y,4.514
5/8/24,5Y,4.261
5/8/24,10Y,4.112
5/8/24,20Y,4.066
5/8/24,30Y,3.87
5/7/24,ON,5.31
5/7/24,1W,5.311
5/7/24,2W,5.314
5/7/24,3W,5.316
5/7/24,1M,5.321
5/7/24,2M,5.324
5/7/24,3M,5.327
5/7/24,4M,5.324
5/7/24,5M,5.316
5/7/24,6M,5.298
5/7/24,9M,5.234
5/7/24,1Y,5.156
5/7/24,18M,4.903
5/7/24,2Y,4.738
5/7/24,3Y,4.487
5/7/24,5Y,4.231
5/7/24,10Y,4.08
5/7/24,20Y,4.035
5/7/24,30Y,3.84
5/6/24,ON,5.31
5/6/24,1W,5.313
5/6/24,2W,5.316
5/6/24,3W,5.318
5/6/24,1M,5.323
5/6/24,2M,5.324
5/6/24,3M,5.326
5/6/24,4M,5.32
5/6/24,5M,5.312
5/6/24,6M,5.295
5/6/24,9M,5.229
5/6/24,1Y,5.152
5/6/24,18M,4.901
5/6/24,2Y,4.74
5/6/24,3Y,4.492
5/6/24,5Y,4.244
5/6/24,10Y,4.107
5/6/24,20Y,4.07
5/6/24,30Y,3.875
5/3/24,ON,5.31
5/3/24,1W,5.313
5/3/24,2W,5.316
5/3/24,3W,5.318
5/3/24,1M,5.322
5/3/24,2M,5.325
5/3/24,3M,5.328
5/3/24,4M,5.321
5/3/24,5M,5.313
5/3/24,6M,5.294
5/3/24,9M,5.225
5/3/24,1Y,5.143
5/3/24,18M,4.891
5/3/24,2Y,4.728
5/3/24,3Y,4.488
5/3/24,5Y,4.248
5/3/24,10Y,4.123
5/3/24,20Y,4.09
5/3/24,30Y,3.898
5/2/24,ON,5.31
5/2/24,1W,5.315
5/2/24,2W,5.318
5/2/24,3W,5.321
5/2/24,1M,5.324
5/2/24,2M,5.325
5/2/24,3M,5.328
5/2/24,4M,5.322
5/2/24,5M,5.317
5/2/24,6M,5.305
5/2/24,9M,5.254
5/2/24,1Y,5.19
5/2/24,18M,4.963
5/2/24,2Y,4.812
5/2/24,3Y,4.577
5/2/24,5Y,4.334
5/2/24,10Y,4.197
5/2/24,20Y,4.15
5/2/24,30Y,3.955
5/1/24,ON,5.32
5/1/24,1W,5.313
5/1/24,2W,5.316
5/1/24,3W,5.319
5/1/24,1M,5.322
5/1/24,2M,5.328
5/1/24,3M,5.335
5/1/24,4M,5.333
5/1/24,5M,5.332
